0.234m_metadata,0.234m_den_x,0.234m_den_y,0.234m_den_z0,0.234m_iter_x,0.234m_iter_y,0.234m_iter_z0,0.234m_perf_x,0.234m_perf_y,0.234m_perf_z0,0.234m_perf_z1,0.234m_dt_x,0.234m_dt_y,0m_metadata,0m_den_x,0m_den_y,0m_den_z0,0m_iter_x,0m_iter_y,0m_iter_z0,0m_perf_x,0m_perf_y,0m_perf_z0,0m_perf_z1,0m_dt_x,0m_dt_y
,0.0110526513308286,0.0001490144059062,3.06748625007458e-05,0.0110526513308286,3,0,0.0110526513308286,0.0150337335848226,0.0086954186108672,0.0093893415248655,0.0110526513308286,0.0001859041367424,,0.0235601514577865,0.0008614881662651,0.0002082362334476,0.0235601514577865,3.0,0.0,0.0235601514577865,0.0343079548215327,0.0209742762086274,0.0228077395007528,0.0235601514577865,0.0003230748116038
,0.0128516890108585,0.0002029498427873,4.2592680983943865e-05,0.0128516890108585,3,0,0.0128516890108585,0.015753571231688,0.0092526698194971,0.0099915545680153,0.0128516890108585,0.0001670081255724,,0.0269804317504167,0.0011204034090042,0.0002690229448489,0.0269804317504167,3.0,0.0,0.0269804317504167,0.0337348329519028,0.0218962277510905,0.0238104686349427,0.0269804317504167,0.0003674078907351
,0.014577611349523,0.0002467460290063,5.618429713649675e-05,0.014577611349523,3,0,0.014577611349523,0.015364746096015,0.0097037636867039,0.0104833049891836,0.014577611349523,0.0001735742262098,,0.0306083224713802,0.0013506269315257,0.0003376662207301,0.0306083224713802,3.0,0.0,0.0306083224713802,0.0351044908673954,0.0227297690565183,0.0247315042713258,0.0306083224713802,0.0003679428191389
,0.0164065714925527,0.0002941538405138,7.16380964149721e-05,0.0164065714925527,3,0,0.0164065714925527,0.0158168932169482,0.0101267211378937,0.0109418382625826,0.0164065714925527,0.0002051182964351,,0.0341441892087459,0.0014634921681135,0.0004043565422762,0.0341441892087459,3.0,0.0,0.0341441892087459,0.0334700030686168,0.023437335683368,0.025507556534554,0.0341441892087459,0.0003633477317634
,0.0181900709867477,0.0003507137298583,8.687863009981811e-05,0.0181900709867477,3,0,0.0181900709867477,0.0134551181932609,0.0104536306549968,0.0112893830226721,0.0181900709867477,0.0002012472396017,,0.0378826484084129,0.0016611620085313,0.0004684343002736,0.0378826484084129,3.0,0.0,0.0378826484084129,0.0380555997795243,0.0241577535887158,0.0262881644557095,0.0378826484084129,0.0003543320635799
,0.0204090066254138,0.000443827768322,0.0001059877467923,0.0204090066254138,3,0,0.0204090066254138,0.0204096319289054,0.0110207131915539,0.0119082553729701,0.0204090066254138,0.0002304551453562,,0.0415577739477157,0.0017629163339734,0.0005189592484384,0.0415577739477157,3.0,0.0,0.0415577739477157,0.0363225930791716,0.0247451942730077,0.026927222579339,0.0415577739477157,0.0003806950408034
,0.0227407347410917,0.0005732214194722,0.0001276443072129,0.0227407347410917,3,0,0.0227407347410917,0.0220717114674671,0.0115872450805895,0.0125265216713817,0.0227407347410917,0.0001999015221372,,0.0452624335885047,0.001746951136738,0.0005532695213332,0.0452624335885047,3.0,0.0,0.0452624335885047,0.0334222374809946,0.0252841099078542,0.0275144865487701,0.0452624335885047,0.000429480249295
,0.0252464804798364,0.0006207062979228,0.0001495028845965,0.0252464804798364,3,0,0.0252464804798364,0.0236613334885687,0.0121704086198297,0.0131636714897241,0.0252464804798364,0.0002915080985985,,0.0495139099657535,0.0018121498869732,0.0005769439740106,0.0495139099657535,3.0,0.0,0.0495139099657535,0.0420123059009713,0.0260312986747786,0.0283252710335523,0.0495139099657535,0.0004106178239453
,0.0280869994312524,0.0007951951120048,0.0001750811206875,0.0280869994312524,3,0,0.0280869994312524,0.0241508490635146,0.0128147756820436,0.0138651565290504,0.0280869994312524,0.0003096230211667,,0.0533925779163837,0.0017736383015289,0.0005796759505756,0.0533925779163837,3.0,0.0,0.0533925779163837,0.0371490824480716,0.0265186708387918,0.0288608867294713,0.0533925779163837,0.000375991949113
,0.0312018655240535,0.0008510372717864,0.0002032417833106,0.0312018655240535,3,0,0.0312018655240535,0.0277310355926585,0.0134370024263196,0.0145338480825257,0.0312018655240535,0.0003171646385453,,0.0576807111501693,0.0018159571336582,0.0005555829266086,0.0576807111501693,3.0,0.0,0.0576807111501693,0.0439442481139371,0.0269228224693692,0.0292804184229705,0.0576807111501693,0.0004488440463319
,0.0344187654554843,0.0009932416724041,0.0002317098842468,0.0344187654554843,3,0,0.0344187654554843,0.0289796967645136,0.0140970539977688,0.0152552155878725,0.0344187654554843,0.0003213354502804,,0.0623940080404281,0.0020033575128763,0.0005136912222951,0.0623940080404281,3.0,0.0,0.0623940080404281,0.0465314664005734,0.0276337879898821,0.0300484763117284,0.0623940080404281,0.000483894633362
,0.0378016978502273,0.0010624810820445,0.0002609547809697,0.0378016978502273,3,0,0.0378016978502273,0.0297463236933779,0.0147094821164957,0.015913878595944,0.0378016978502273,0.0003740763932,,0.0672922953963279,0.0021127755753695,0.0004706729378085,0.0672922953963279,3.0,0.0,0.0672922953963279,0.0465579746148234,0.0283942049115049,0.0308732161758947,0.0672922953963279,0.0005226799403317
,0.0415048114955425,0.0011687700171023,0.0002960631682071,0.0415048114955425,3,0,0.0415048114955425,0.0320917999557487,0.0154580382799569,0.0167275354814333,0.0415048114955425,0.0003911768726538,,0.07248405367136,0.002277321415022,0.0004412079288158,0.07248405367136,3.0,0.0,0.07248405367136,0.0501321126150967,0.0292097686644215,0.0317594362092674,0.07248405367136,0.000519199995324
,0.0453719682991504,0.0012006324250251,0.0003327089361846,0.0453719682991504,3,0,0.0453719682991504,0.0351943521212614,0.0162192210549144,0.0175550528644477,0.0453719682991504,0.0003636902256403,,0.0777058154344558,0.0020849239081144,0.0004315803234931,0.0777058154344558,3.0,0.0,0.0777058154344558,0.0502852189813753,0.0299596124687716,0.0325760268014508,0.0777058154344558,0.0005354760796763
,0.0492897443473339,0.0012210224522277,0.0003606988466344,0.0492897443473339,3,0,0.0492897443473339,0.0362306373722771,0.0168880849937838,0.0182830534551975,0.0492897443473339,0.0004014637670479,,0.0829947516322135,0.0022158580832183,0.0004447966348379,0.0829947516322135,3.0,0.0,0.0829947516322135,0.0514071602667645,0.0306696029806997,0.0333471232117892,0.0829947516322135,0.0005155577673576
,0.0535391792654991,0.0013075234601274,0.0003828406915999,0.0535391792654991,3,0,0.0535391792654991,0.0390619275512447,0.0176632497797065,0.0191241551494931,0.0535391792654991,0.0004349988594185,,0.0885050669312477,0.0022099432535469,0.0004845417570322,0.0885050669312477,3.0,0.0,0.0885050669312477,0.0547241345922069,0.0313997446233924,0.0341383735472571,0.0885050669312477,0.0005702861817553
,0.0584484636783599,0.0013868260430172,0.00039914943045,0.0584484636783599,3,0,0.0584484636783599,0.0443921926737147,0.0186073134553535,0.020152560418491,0.0584484636783599,0.0005702936323359,,0.0941401645541191,0.002426448976621,0.0005663852207362,0.0941401645541191,3.0,0.0,0.0941401645541191,0.0526019437995753,0.0320928096593998,0.0348895375459302,0.0941401645541191,0.0006044903420843
,0.0641544610261917,0.0018500251462683,0.0004302838642615,0.0641544610261917,3,0,0.0641544610261917,0.0516678159206816,0.0197270725638919,0.021372751248285,0.0641544610261917,0.0005680895410478,,0.0999302491545677,0.0026738718152046,0.0006737737567164,0.0999302491545677,3.0,0.0,0.0999302491545677,0.0550129919362965,0.0327984717157873,0.0356579659088088,0.0999302491545677,0.0005676121218129
,0.0697165355086326,0.002140702214092,0.0004650049377232,0.0697165355086326,3,0,0.0697165355086326,0.0492723364970824,0.0207289684304391,0.0224641139452854,0.0697165355086326,0.0005697813467122,,0.1055658832192421,0.0028012879192829,0.0007530159200541,0.1055658832192421,3.0,0.0,0.1055658832192421,0.0534453670924781,0.0334046394576183,0.0363160840978819,0.1055658832192421,0.0005855820490978
,0.0752721726894378,0.0023495501372963,0.0004962905077263,0.0752721726894378,3,0,0.0752721726894378,0.0498504204134192,0.0216489028403547,0.0234650423762766,0.0752721726894378,0.0005504123400896,,0.1115024089813232,0.0028358006384223,0.000840617401991,0.1115024089813232,3.0,0.0,0.1115024089813232,0.0579825250474384,0.0339921770455632,0.0369549860311945,0.1115024089813232,0.000588190741837
,0.0808759033679962,0.0024155739229172,0.00053280062275,0.0808759033679962,3,0,0.0808759033679962,0.0507381231979965,0.0225336854707911,0.0244258294279768,0.0808759033679962,0.0005819624639116,,0.1175379604101181,0.0032262662425637,0.0009368225000798,0.1175379604101181,3.0,0.0,0.1175379604101181,0.059977574201859,0.0346292965144528,0.0376529809191366,0.1175379604101181,0.0005817391793243
,0.0867064893245697,0.0026930337771773,0.0006059660227037,0.0867064893245697,3,0,0.0867064893245697,0.0523882181862068,0.0234147712812088,0.0253824865556119,0.0867064893245697,0.0006055366829968,,0.1236767843365669,0.0034086662344634,0.0009966701036319,0.1236767843365669,3.0,0.0,0.1236767843365669,0.0602137066711282,0.0351305396166497,0.0381941540118137,0.1236767843365669,0.0006366676534526
,0.0928917452692985,0.0030628365930169,0.0007301687146537,0.0928917452692985,3,0,0.0928917452692985,0.0571480733630066,0.0243469769328346,0.0263930566549926,0.0928917452692985,0.0006191986030898,,0.12994185090065,0.0031519406475126,0.0009994433494284,0.12994185090065,5.0,0.0,0.12994185090065,0.0418260558420772,0.0355392088636057,0.0386187594397751,0.12994185090065,0.0006396199460141
,0.0992122292518615,0.0036645594518631,0.0008881866815499,0.0992122292518615,3,0,0.0992122292518615,0.0573706178060559,0.0252623936287238,0.0273883196893784,0.0992122292518615,0.0006626939866691,,0.1362924128770828,0.0033803018741309,0.0009993512649089,0.1362924128770828,8.0,0.0,0.1362924128770828,0.0388101429233087,0.0357065500850555,0.0387656087026974,0.1362924128770828,0.0006556661683134
,0.1056622639298439,0.0034435342531651,0.0009893327951431,0.1056622639298439,3,0,0.1056622639298439,0.0328104207058963,0.0259739480389159,0.0281458628978399,0.1056622639298439,0.000644642743282,,0.1425776332616806,0.0033209465909749,0.0009992290288209,0.1425776332616806,8.0,0.0,0.1425776332616806,0.0358405535051656,0.0357696215266632,0.0387916280521848,0.1425776332616806,0.0006410151254385
,0.1122556552290916,0.0029872257728129,0.0009997646557167,0.1122556552290916,14,0,0.1122556552290916,0.0321667314037938,0.0263047265202562,0.0284584545830478,0.1122556552290916,0.0007089011487551,,0.1485383957624435,0.0032044646795839,0.0009989948011934,0.1485383957624435,7.0,0.0,0.1485383957624435,0.0389055263281917,0.035630125769052,0.0385958169846001,0.1485383957624435,0.0006047374918125
,0.1190317496657371,0.0028435781132429,0.0009996431181207,0.1190317496657371,11,0,0.1190317496657371,0.0255254746284956,0.0264585496397455,0.028567641144596,0.1190317496657371,0.0006846221513114,,0.1547828912734985,0.0031485203653573,0.0009993385756388,0.1547828912734985,3.0,0.0,0.1547828912734985,0.04137182500158,0.0357991893420265,0.0387571339140627,0.1547828912734985,0.0006182641955092
,0.1257334649562835,0.0028880632016807,0.0009997631423175,0.1257334649562835,5,0,0.1257334649562835,0.0265197345386881,0.0266833745028061,0.028767755332511,0.1257334649562835,0.0006386076565831,,0.1609303951263427,0.0028886715881526,0.0009987110970541,0.1609303951263427,4.0,0.0,0.1609303951263427,0.0435504769213834,0.0360548310061641,0.0390235339863183,0.1609303951263427,0.0006237157504074
,0.1324504166841507,0.0028781765140593,0.0009997107554227,0.1324504166841507,7,0,0.1324504166841507,0.0324854621355607,0.0270115335263542,0.0290927016967175,0.1324504166841507,0.0006980779580771,,0.1670748591423034,0.0030967995990067,0.0009990016696974,0.1670748591423034,3.0,0.0,0.1670748591423034,0.0540524520693877,0.0363936369765045,0.0393909509271049,0.1670748591423034,0.0006310830940492
,0.1392635107040405,0.0032605666201561,0.0009994405554607,0.1392635107040405,4,0,0.1392635107040405,0.0433966968483611,0.0275106613331444,0.0296180284066613,0.1392635107040405,0.0006598137551918,,0.173285961151123,0.0032140924595296,0.0009919827571138,0.173285961151123,3.0,0.0,0.173285961151123,0.0603492955160356,0.0368172504480466,0.0398531403086878,0.173285961151123,0.0006207162514328
,0.1456981748342514,0.0031515548471361,0.0009977592853829,0.1456981748342514,3,0,0.1456981748342514,0.0526341679493924,0.0280739035144673,0.0302245161450093,0.1456981748342514,0.0006044304464012,,0.1794740706682205,0.0032162177376449,0.0009395831730216,0.1794740706682205,3.0,0.0,0.1794740706682205,0.0606247911303023,0.0372329122358862,0.0403103787447133,0.1794740706682205,0.0006164852529764
,0.15214903652668,0.0036952823866158,0.000997690949589,0.15214903652668,3,0,0.15214903652668,0.0654400412325657,0.0286784798081908,0.0308817294365447,0.15214903652668,0.0006098027224652,,0.1858276128768921,0.0033794038463383,0.0008678557351231,0.1858276128768921,3.0,0.0,0.1858276128768921,0.0617339500094319,0.037659770105975,0.0407759257547234,0.1858276128768921,0.0006762716220691
,0.1589135080575943,0.0035920573864132,0.0009430251666344,0.1589135080575943,3,0,0.1589135080575943,0.066720513638867,0.0293058216705427,0.0315679068094277,0.1589135080575943,0.0007245879387483,,0.1925760954618454,0.0032509905286133,0.0008542445139028,0.1925760954618454,3.0,0.0,0.1925760954618454,0.066535490603078,0.0381417491386217,0.0413025158135176,0.1925760954618454,0.0006603955407626
,0.1661500781774521,0.0036569791845977,0.0009398293914273,0.1661500781774521,3,0,0.1661500781774521,0.068567247851782,0.0300116762148032,0.0323353278380298,0.1661500781774521,0.000740444404073,,0.1993161886930465,0.0033483705483376,0.0008220662712119,0.1993161886930465,3.0,0.0,0.1993161886930465,0.0669784463082247,0.0385895489265597,0.0417881881525972,0.1993161886930465,0.0006671702722087
,0.1735372096300125,0.0036901533603668,0.0009115410503,0.1735372096300125,3,0,0.1735372096300125,0.0709584863067641,0.0307084873375297,0.0330954590160944,0.1735372096300125,0.0007295702234841,,0.2059580534696579,0.003390027442947,0.0007806489593349,0.2059580534696579,3.0,0.0,0.2059580534696579,0.0652515498224957,0.0389971894931843,0.0422348726845895,0.2059580534696579,0.0006504664197564
,0.1812611669301986,0.0039483150467276,0.0008900909451767,0.1812611669301986,3,0,0.1812611669301986,0.0756373638606031,0.0314334057204235,0.0338822090722357,0.1812611669301986,0.0007919878116808,,0.2127572745084762,0.0033787919674068,0.0007596603245474,0.2127572745084762,3.0,0.0,0.2127572745084762,0.067459468959154,0.0394320034639245,0.0427087267956426,0.2127572745084762,0.0006965663633309
,0.1891037374734878,0.0038112110923975,0.000907702371478,0.1891037374734878,3,0,0.1891037374734878,0.0742691997280743,0.032153482007597,0.0346650693216427,0.1891037374734878,0.00079277518671,,0.2196353673934936,0.0033748510759323,0.0007773280376568,0.2196353673934936,3.0,0.0,0.2196353673934936,0.0664049134549491,0.0398605913229891,0.0431801924991468,0.2196353673934936,0.0006931074312888
,0.1971096843481063,0.0043477471917867,0.0009211473516188,0.1971096843481063,3,0,0.1971096843481063,0.0771282642277231,0.0328763395113177,0.0354528611216453,0.1971096843481063,0.000798663648311,,0.2265935838222503,0.0033198611345142,0.000783706898801,0.2265935838222503,3.0,0.0,0.2265935838222503,0.0668104144182708,0.0402930278883067,0.0436514022055909,0.2265935838222503,0.0007272972143255
,0.2052268087863922,0.0047775954008102,0.0009487138595432,0.2052268087863922,3,0,0.2052268087863922,0.0786436070864309,0.0335900610237914,0.036228378482885,0.2052268087863922,0.0008057787781581,,0.2339028120040893,0.0033941022120416,0.0008258020388893,0.2339028120040893,3.0,0.0,0.2339028120040893,0.0716608757489861,0.0407592974811861,0.0441598503845117,0.2339028120040893,0.000726138590835
,0.2134233117103576,0.0040336879901587,0.0009952004766091,0.2134233117103576,3,0,0.2134233117103576,0.0789572772659746,0.0342859001639446,0.0369855553851493,0.2134233117103576,0.0008266972727142,,0.2414543479681015,0.0036508857738226,0.0008841400849632,0.2414543479681015,3.0,0.0,0.2414543479681015,0.0757998206683392,0.0412379001636642,0.044682913456474,0.2414543479681015,0.0007411874248646
,0.2217181921005249,0.0041942554526031,0.0009995470754802,0.2217181921005249,3,0,0.2217181921005249,0.0706363315319633,0.0348949626835684,0.037642215515247,0.2217181921005249,0.0008097931859083,,0.249140590429306,0.0037350116763263,0.0009368270402774,0.249140590429306,3.0,0.0,0.249140590429306,0.0753256716544329,0.0417297713884608,0.0452183511622519,0.249140590429306,0.0007970650913193
,0.2299825102090835,0.0039491630159318,0.0009995918953791,0.2299825102090835,5,0,0.2299825102090835,0.0600351818850408,0.0354084800338691,0.0381912896251478,0.2299825102090835,0.0008487100130878,,0.2571081519126892,0.0038931490853428,0.0009999598842114,0.2571081519126892,4.0,0.0,0.2571081519126892,0.0697311481503955,0.042221524623509,0.0457566888306438,0.2571081519126892,0.0008306226227432
,0.2383693158626556,0.0036857819650322,0.000999437412247,0.2383693158626556,4,0,0.2383693158626556,0.0512909452840021,0.0358366388913941,0.0386386891087355,0.2383693158626556,0.000790846243035,,0.2651024758815765,0.0038468518760055,0.0009982389165088,0.2651024758815765,5.0,0.0,0.2651024758815765,0.0644455757564614,0.0425750378125371,0.0461303174283049,0.2651024758815765,0.0007884374354034
,0.2464817315340042,0.0035092553589493,0.0009998170426115,0.2464817315340042,6,0,0.2464817315340042,0.0466569477753118,0.0360542623801394,0.0388475637725928,0.2464817315340042,0.0008233399130403,,0.2729902267456054,0.0036445688456296,0.0009991293773055,0.2729902267456054,6.0,0.0,0.2729902267456054,0.0512280898702424,0.0428295605659033,0.0463890206524152,0.2729902267456054,0.0007761283195577
,0.2547739744186401,0.0031323812436312,0.0009985590586438,0.2547739744186401,14,0,0.2547739744186401,0.0397070162139917,0.0362430678492265,0.0390258493374154,0.2547739744186401,0.0008953551296144,,0.2810746133327484,0.0032031186856329,0.000998692237772,0.2810746133327484,6.0,0.0,0.2810746133327484,0.041318737195983,0.0429134251087608,0.0464462454341702,0.2810746133327484,0.0007922621443867
,0.2631802260875702,0.0027619521133601,0.0009997402084991,0.2631802260875702,13,0,0.2631802260875702,0.0381672235847616,0.03638912418906,0.039152154282204,0.2631802260875702,0.0008877936634235,,0.2889977693557739,0.0032786729279905,0.0009999878238886,0.2889977693557739,9.0,0.0,0.2889977693557739,0.036415356592841,0.0428535227321563,0.0463393253908839,0.2889977693557739,0.0008153884555213
,0.2715278267860412,0.0029404731467366,0.0009986056247726,0.2715278267860412,7,0,0.2715278267860412,0.0388123559883121,0.0365448820513837,0.0392937261486587,0.2715278267860412,0.0007997733773663,,0.297172874212265,0.0028000285383313,0.0009997279848903,0.297172874212265,10.0,0.0,0.297172874212265,0.0331959771419832,0.0426851209204013,0.0461052646644977,0.297172874212265,0.0008189143845811
,0.2797922492027282,0.0028659931849688,0.0009997016750276,0.2797922492027282,4,0,0.2797922492027282,0.0449311804414904,0.036796765893742,0.039551891172175,0.2797922492027282,0.0008364022942259,,0.3052717745304107,0.0027923432644456,0.0009992955019697,0.3052717745304107,7.0,0.0,0.3052717745304107,0.0370993438845105,0.042599660594732,0.0459751500075177,0.3052717745304107,0.0008052522898651
,0.2880754768848419,0.0033029741607606,0.0009994194842875,0.2880754768848419,3,0,0.2880754768848419,0.0525479682805392,0.0371082452207834,0.0398782764624115,0.2880754768848419,0.0008068205206654,,0.3130747675895691,0.0029592358041554,0.0009988601086661,0.3130747675895691,5.0,0.0,0.3130747675895691,0.0454511337279574,0.0426892388062798,0.0460508638389758,0.3130747675895691,0.0007589034503325
,0.2963245213031769,0.0035188349429517,0.0009996218141168,0.2963245213031769,4,0,0.2963245213031769,0.0559353611582355,0.0374558311301101,0.0402466211047183,0.2963245213031769,0.0008327571558766,,0.3209494352340698,0.0031770607456564,0.0009995240252465,0.3209494352340698,4.0,0.0,0.3209494352340698,0.054608630534494,0.0429196309216347,0.046290269103406,0.3209494352340698,0.0007935613393783
,0.3046935498714447,0.003681170521304,0.000999032636173,0.3046935498714447,4,0,0.3046935498714447,0.05845068107429,0.0378212643399941,0.0406346439448732,0.3046935498714447,0.0008302158676087,,0.3288314938545227,0.0035052036400884,0.0009994257707148,0.3288314938545227,3.0,0.0,0.3288314938545227,0.0656057524304798,0.0432048599929114,0.0465941463131897,0.3288314938545227,0.0007989209843799
,0.3130275011062622,0.0037393721286207,0.0009981289040297,0.3130275011062622,4,0,0.3130275011062622,0.0592496124251634,0.0381779752601027,0.0410147153752791,0.3130275011062622,0.0007899059564806,,0.3368585705757141,0.0037172748707234,0.0009992433479055,0.3368585705757141,3.0,0.0,0.3368585705757141,0.0674936716673022,0.0435284692350107,0.0469428551234463,0.3368585705757141,0.0008073245408013
,0.3212347030639648,0.0037768047768622,0.0009967257501557,0.3212347030639648,3,0,0.3212347030639648,0.0605591640609138,0.0385227991423101,0.0413850165123773,0.3212347030639648,0.000809843186289,,0.3451319932937622,0.0037434620317071,0.0009966712677851,0.3451319932937622,3.0,0.0,0.3451319932937622,0.0710033033415229,0.0438687937844974,0.0473076821184886,0.3451319932937622,0.0008135777898132
,0.3296170532703399,0.0035507318098098,0.0009972850093618,0.3296170532703399,3,0,0.3296170532703399,0.0612767917026781,0.0387871152033627,0.0416578747204372,0.3296170532703399,0.0007700506248511,,0.3533316850662231,0.0038349365349859,0.00099904963281,0.3533316850662231,5.0,0.0,0.3533316850662231,0.0666478115604722,0.0442067769412722,0.0476733778532368,0.3533316850662231,0.0008199295843951
,0.3376893401145935,0.0034018517471849,0.0009988978272303,0.3376893401145935,7,0,0.3376893401145935,0.0582373668790473,0.0389886367587989,0.0418649791637974,0.3376893401145935,0.0008462984114885,,0.3611103296279907,0.0040685613639652,0.0009992304258048,0.3611103296279907,6.0,0.0,0.3611103296279907,0.0710097762370898,0.0444215447790262,0.047902247206359,0.3611103296279907,0.0007927779224701
,0.3462585210800171,0.0034585027024149,0.0009995730360969,0.3462585210800171,4,0,0.3462585210800171,0.0569867070884037,0.0393029925686145,0.0421967834538686,0.3462585210800171,0.0008281619520857,,0.369150698184967,0.0040341946296393,0.0009957109577953,0.369150698184967,3.0,0.0,0.369150698184967,0.0669139721090411,0.0446601486778561,0.0481546316255501,0.369150698184967,0.0007586446008644
,0.3544998168945312,0.0033545948099344,0.000999551732093,0.3544998168945312,6,0,0.3544998168945312,0.0559523938048513,0.0395735651135567,0.0424820782382282,0.3544998168945312,0.0008623186731711,,0.3768132030963897,0.0038593206554651,0.0009983287891373,0.3768132030963897,3.0,0.0,0.3768132030963897,0.057152250109731,0.044886810560474,0.0483981984122209,0.3768132030963897,0.0007250473718158
,0.3628790974617004,0.0031576962210237,0.0009982726769521,0.3628790974617004,3,0,0.3628790974617004,0.0548505703787908,0.0398238754907415,0.0427445634659625,0.3628790974617004,0.0007957460475154,,0.3845345079898834,0.0038151522167026,0.0009998583700507,0.3845345079898834,4.0,0.0,0.3845345079898834,0.0595758672779294,0.0450055123926142,0.048518572707115,0.3845345079898834,0.0007891961140558
,0.3709627687931061,0.0031937283929437,0.0009991092374548,0.3709627687931061,6,0,0.3709627687931061,0.0540124077027065,0.0399116725705088,0.0428237788278992,0.3709627687931061,0.0008390967268496,,0.392628937959671,0.0034935839939862,0.0009985950309783,0.392628937959671,5.0,0.0,0.392628937959671,0.0523973838243241,0.0450847037648451,0.0485917761228922,0.392628937959671,0.0008156266994774
